"","M_HBV_unfiltered.logFC","M_HBV_unfiltered.gene_name","M_HBV_unfiltered.adj.P.Val","F_HBV_unfiltered.logFC","F_HBV_unfiltered.gene_name","F_HBV_unfiltered.adj.P.Val","residuals"
"408",-1.80730404605459,"MTHFD1",5.03386384112885e-21,-2.31571804035218,"MTHFD1",2.2161979215991e-09,0.0798691060788165
"409",-3.47181805638045,"TSLP",6.21111224367745e-21,-3.68114169629044,"TSLP",7.28921259152306e-06,-0.499032668474075
"413",-3.89028635616235,"UROC1",5.54848288535087e-21,-2.97554877479671,"UROC1",0.000162334247426445,-1.47849923843903
"418",-1.68952471221227,"PNPLA7",6.4400576695425e-21,-2.33959202463288,"PNPLA7",1.94315360835535e-08,0.216630013397662
"420",-2.8629431280109,"BX842568.4",7.37768471341215e-21,-2.80732407512714,"BX842568.4",1.07247100881843e-05,-0.584907019746272
"426",-2.76411569480657,"KDM8",7.98472928798668e-21,-3.50527430987728,"KDM8",3.42477169025668e-08,0.0688421855469605
"427",-5.63667877279021,"CNDP1",9.63084770949204e-21,-5.86524916690667,"CNDP1",7.20404520964425e-07,-0.927367300813016
"430",-5.05561746629305,"CYP2E1",9.46425990129402e-21,-2.93913827184641,"CYP2E1",0.0196545979182142,-2.6727793764715
"439",-6.45500660747069,"MARCO",1.38812064175471e-20,-5.59274109707668,"MARCO",0.00013313782800878,-1.96235909445429
"440",2.57237420859629,"CELSR3",1.37859821383893e-20,2.37912774686035,"CELSR3",1.57486828760614e-05,0.726799645762938
"442",-3.51978105641901,"AC104809.2",1.54334525940175e-20,-2.79433226410115,"AC104809.2",0.00041721618870745,-1.25207439349051
"447",-3.86338812119808,"MFSD2A",1.52878130238609e-20,-5.02439959520915,"MFSD2A",6.50542586741853e-07,0.177386095320459
"448",-1.91689612213126,"EPB41L4B",1.40459105646309e-20,-2.60919857961928,"EPB41L4B",1.6479109015192e-09,0.203615644727318
"452",-1.90763515921575,"ABAT",2.11833661264456e-20,-2.33981800434653,"ABAT",2.36585107971052e-08,-0.00130076311226194
"456",-3.26023324450528,"MBL1P",3.03600068265465e-20,-3.84878362941143,"MBL1P",9.90813511522666e-07,-0.154160189409836
"458",-4.39634351355455,"CLRN3",3.03152032379407e-20,-6.65413365165503,"CLRN3",1.29752623426652e-07,0.940189147633533
"461",1.71199532405352,"PAFAH1B3",3.33966507981007e-20,2.08910929417221,"PAFAH1B3",2.63568311900312e-08,0.0970067624725333
"468",4.9706436601542,"GPC3",3.54724623207031e-20,6.56992877403734,"GPC3",7.98976926341578e-08,-0.206925960042493
"469",-2.19830509395353,"RND3",3.38068834472133e-20,-2.17598185203369,"RND3",8.54372418001115e-06,-0.422232489374785
"471",-3.76572713575219,"TFPI2",5.08118350877413e-20,-2.11656434988874,"TFPI2",0.0169000083037261,-2.03689581564006
"472",-2.470833474387,"OR4K17",5.33766987277245e-20,-2.06475705812377,"OR4K17",0.000147117763528063,-0.783192761745094
"474",2.73423210379206,"SAPCD2",5.52529037013901e-20,2.39334149326013,"SAPCD2",4.78607474963291e-05,0.877356567124933
"475",-1.73570289267033,"PCK2",4.70020914660744e-20,-2.09050027820522,"PCK2",4.40924867172578e-08,-0.0275944266047336
"476",-2.3269777431637,"FOLH1",4.67002307635111e-20,-2.26009058594987,"FOLH1",1.03649010306732e-05,-0.484032508776858
"479",-2.23132162080519,"PSAT1",4.7037660911537e-20,-2.22451804835093,"PSAT1",1.03649010306732e-05,-0.416659170231967
"482",1.98740958285373,"MSTO2P",6.90641230537882e-20,2.12479283054587,"MSTO2P",6.39940480424144e-07,0.344049985269067
"483",-5.4466200833722,"CYP2A7",6.38829195451417e-20,-5.24369591810034,"CYP2A7",6.90576108868956e-05,-1.23148916052642
"484",-2.7033916128179,"AFM",6.45610874733799e-20,-3.08534243117927,"AFM",1.49830776765371e-07,-0.204310462754667
"485",3.90148370210071,"MAFA-AS1",8.21447471828899e-20,2.26813771637926,"MAFA-AS1",0.0160474894653756,2.14415437701101
"486",-4.74455873645245,"LINC00844",8.53126637246896e-20,-6.45176935698868,"LINC00844",1.35489432797222e-06,0.431079426227478
"488",-2.3182789577242,"PLG",8.72028059852023e-20,-2.22715447203464,"PLG",2.72378959419742e-05,-0.501520356408847
"489",1.54906389980545,"KPNA2",7.20403234292285e-20,2.40155904070195,"KPNA2",2.15726264199977e-11,-0.314345191492935
"490",-2.55870047772204,"SLC27A5",7.88924070429803e-20,-2.47528691689315,"SLC27A5",1.57787221525199e-05,-0.544658332168136
"494",-2.71872994842307,"DNAJC12",9.6014589765224e-20,-3.10132215667625,"DNAJC12",5.0379689302417e-06,-0.206943741252932
"495",-2.74255957852433,"WDR72",8.52295936342601e-20,-2.78456660760137,"WDR72",2.57769021589787e-06,-0.482617330794296
"497",1.38014875559609,"TACC3",9.21403734785496e-20,2.19021349005398,"TACC3",1.64387072443407e-12,-0.315225078101641
"499",-3.56572245649151,"RETREG1",1.05066877873609e-19,-3.13672356349729,"RETREG1",0.000160263783400409,-1.02578952706315
"501",2.1876210464732,"MCM2",1.05066877873609e-19,2.71911744267771,"MCM2",5.42617950953538e-09,0.0717296686272738
"503",5.29353081272696,"HOXA13",1.31068696972903e-19,4.13050723237016,"HOXA13",0.00111849870387523,2.05548074188382
"507",-3.31764702867165,"C3P1",1.06269791829322e-19,-4.43292088892931,"C3P1",1.67760491939991e-09,0.252858112059326
"509",-2.4278639362009,"LTK",1.41330995894743e-19,-2.01614220482688,"LTK",0.000404243695962969,-0.778875607637653
"512",2.23586432541666,"OLFML2A",1.45337913742037e-19,2.53722564709618,"OLFML2A",4.17367822946735e-07,0.264590303518281
"513",-2.7815439624607,"MFAP3L",1.27839163912748e-19,-3.81958269397517,"MFAP3L",1.65334623134244e-07,0.301312201182957
"515",-5.11782856424139,"AC104809.1",1.62063236431607e-19,-5.44255583407436,"AC104809.1",4.71510799951981e-06,-0.74458938170105
"517",3.40692969438394,"FOXS1",1.63889643496586e-19,3.07604986586071,"FOXS1",8.42609837762749e-05,1.00725078710247
"519",-2.67655899649614,"AKR7A3",1.31916730361936e-19,-4.04301453626506,"AKR7A3",6.07787742962623e-09,0.583941915571422
"523",4.35594102451234,"ZIC5",1.88896575625908e-19,6.44790284144784,"ZIC5",5.51643655110751e-14,-0.724609004054575
"524",-1.77626991773215,"AL359715.3",1.99652553982537e-19,-2.1605603300276,"AL359715.3",1.77797691564347e-07,-0.0124585574282081
"527",-2.65663251804691,"ASPDH",1.76688496076323e-19,-3.00312307205983,"ASPDH",4.23405804226625e-06,-0.222921805861539
"532",-1.65769218313413,"PEX11G",2.36018734913015e-19,-2.15075914361566,"PEX11G",1.02241519758262e-07,0.0983265130778877
"533",-2.11673389902866,"SORL1",1.99328299820145e-19,-2.39672923392977,"SORL1",1.08509964591343e-06,-0.165150889485855
"534",1.62088356020731,"TMPO-AS1",2.52974345716593e-19,2.03475604615127,"TMPO-AS1",6.75451329246187e-09,0.0491098285795865
"535",-2.81407567231276,"RPL5P30",2.56165407339445e-19,-2.19907715990981,"RPL5P30",0.000515880559777276,-1.01964059927214
"538",-2.12087587210708,"SLC46A3",2.05097413790341e-19,-3.30545581944833,"SLC46A3",1.24270770790157e-09,0.553211611355391
"540",1.55082882253945,"MCM4",2.21926029647866e-19,2.19560950483945,"MCM4",6.45640354474689e-10,-0.148835239799071
"541",3.79765898087784,"DUSP9",2.86383824530675e-19,4.36116034396569,"DUSP9",2.09036592243863e-08,0.376222721375799
"547",1.8247691154161,"TRIM45",2.98430167067645e-19,2.01801899534942,"TRIM45",9.38527908156909e-07,0.266302570215256
"548",1.47375020997479,"POLE2",3.10260511006199e-19,2.05533470979141,"POLE2",8.9885535510963e-11,-0.114385072843608
"550",-3.15868559273705,"SLC22A10",2.72198405924349e-19,-2.81677230857834,"SLC22A10",6.98209483684441e-05,-0.873137443944595
"552",-3.42946906305251,"UGT1A4",2.91578516571941e-19,-3.54039102058594,"UGT1A4",4.10010965971272e-06,-0.568590814789999
"555",-3.3312516949893,"SDC4P",3.88951655783291e-19,-4.28430952123069,"SDC4P",4.37844250076886e-08,0.121096477794819
"556",-1.7023957926628,"RNF152",3.0852703897704e-19,-2.18891621474548,"RNF152",3.48122120372923e-08,0.0839605816168553
"561",-2.15542121145944,"NKX3-1",4.83035593515334e-19,-2.38382373273041,"NKX3-1",4.52580401697399e-06,-0.214099024592349
"567",-2.93171969649787,"TDO2",4.8635718721978e-19,-2.3576670823794,"TDO2",0.00103280907233426,-1.01119397052729
"569",-2.08085927663643,"PON3",4.80312597889024e-19,-2.06427446104664,"PON3",2.22820518787462e-05,-0.393602264166703
"573",-2.48989912328485,"CYP4F2",4.78688150200292e-19,-3.12979030272607,"CYP4F2",5.58683537438135e-08,0.044521353876912
"574",-4.66738724735679,"CHST4",6.9804618372492e-19,-5.02409037689232,"CHST4",4.08081817993192e-05,-0.626858882143679
"575",-2.98338439764294,"TMEM82",6.25550087338698e-19,-2.82268483346002,"TMEM82",3.71006384200988e-05,-0.693135356692986
"576",-3.87910953601773,"KCTD9P4",7.27862934232767e-19,-4.86665941611977,"KCTD9P4",2.68803751370964e-07,0.0362496360582266
"578",-2.48394091243027,"LY6E",5.74333900140595e-19,-2.99571124453088,"LY6E",1.38381775016532e-07,-0.0561231482833143
"584",-3.14611258549999,"ACADL",7.42344226587903e-19,-3.69599335945858,"ACADL",9.47311868683441e-06,-0.161519033009099
"589",-2.24588397878183,"PHYHD1",7.47701321218352e-19,-2.31198195128502,"PHYHD1",5.85049428210423e-05,-0.361681292252712
"590",-2.09737275411776,"DCXR",7.77066561390273e-19,-2.80317209491889,"DCXR",1.51531761121711e-09,0.177362224495891
"592",-2.39979877817964,"TCF21",9.61803012066795e-19,-2.03932893465905,"TCF21",0.000505599709628461,-0.732375293975217
"593",2.96510799783414,"DUXAP10",8.44845548817463e-19,2.96589279110949,"DUXAP10",3.90481957905151e-05,0.653012067225732
"594",-2.38195226683634,"ARID3C",9.90436356600516e-19,-2.63140659676636,"ARID3C",2.74992132913311e-06,-0.243783492907265
"602",1.97863121019114,"PSRC1",1.22045776201519e-18,2.65864724794534,"PSRC1",3.1157552844832e-08,-0.0891819151537885
"604",1.51946325239483,"CKAP2",1.11828210027342e-18,2.42831006632686,"CKAP2",1.6323573233882e-13,-0.365214871860159
"608",-3.06821550071377,"SPP2",1.12984911180502e-18,-2.01710011713281,"SPP2",0.00599306439617208,-1.41846556141118
"610",-3.34560747425869,"MRPS36P4",1.47358575245364e-18,-4.22803736448418,"MRPS36P4",2.88930247295233e-07,0.0620001949962391
"612",3.54637621642449,"NXPH4",1.692439352125e-18,3.83072239752604,"NXPH4",3.50275921902355e-06,0.546677138982233
"613",-2.55740335448047,"FCGR2B",1.45817635476904e-18,-2.07555709803639,"FCGR2B",0.00118901113305863,-0.861175815746175
"616",-3.09172548070434,"LPA",1.47358575245364e-18,-3.73471746284316,"LPA",1.66619462912967e-07,-0.076343417797061
"618",-2.73401478489039,"AOX1",1.68268321857393e-18,-2.53866331563249,"AOX1",0.000132501822894481,-0.669583740893551
"621",1.90712264166383,"KCNJ5",1.98461434888032e-18,2.30046607914904,"KCNJ5",1.62670898468768e-07,0.124089890364442
"625",-2.24158352574194,"HAO1",1.72664624375278e-18,-2.27455855637083,"HAO1",1.58284862242942e-05,-0.387135190725863
"630",-2.44202455388328,"STEAP4",2.06963022687141e-18,-2.02523439392271,"STEAP4",0.00101819533913536,-0.785807266242411
"631",-2.66558599372556,"AP003716.1",2.67966915400151e-18,-2.88338800895012,"AP003716.1",7.75350480889118e-06,-0.327073463436071
"635",1.69881223994608,"CDH24",3.04896040189127e-18,2.63526532127092,"CDH24",2.51422146854501e-11,-0.350410533911014
"640",-2.6546770496506,"ANGPTL1",3.47473285252837e-18,-3.16939600274669,"ANGPTL1",7.28921259152306e-06,-0.0887671279038209
"641",-2.18753918476133,"AC024257.4",4.09830268863484e-18,-2.73585468165527,"AC024257.4",7.15099712958755e-07,0.0336734989940599
"642",-2.63313938725435,"MAGI2-AS3",3.30204263713158e-18,-2.95356856946258,"MAGI2-AS3",8.73387900306799e-06,-0.238828149454276
"644",-1.91450894632976,"SULT1A1",2.99148620665187e-18,-2.0311001316532,"SULT1A1",8.09423137677763e-06,-0.253627965757865
"647",-2.98454782870918,"FXYD1",3.18141247032164e-18,-2.0005923100988,"FXYD1",0.00466362992107829,-1.34792281017676
"658",-1.49861721146782,"PGM1",4.01646406710088e-18,-2.1374958925054,"PGM1",1.54063689840661e-09,0.246856224576185
"659",-2.26460867914832,"PON1",4.40543884644273e-18,-2.68629318468498,"PON1",2.99877185000734e-07,-0.0828010308192423
"660",-3.40549151748553,"GYS2",4.19848787493905e-18,-3.6516119358712,"GYS2",7.21983489198849e-06,-0.456184461078065
"661",-5.62826238030254,"SLCO1B3",5.06300913732661e-18,-4.9404518813329,"SLCO1B3",1.02588081623144e-05,-1.65423277081705
"662",-5.1804125683845,"MT1M",5.61157197148634e-18,-4.97515981454453,"MT1M",0.000302259520751511,-1.17878759916647
"663",-2.95357862984081,"F9",4.66744447415391e-18,-2.98488468847808,"F9",1.80452653577525e-05,-0.534368774067996
"665",-4.47123997727466,"FAM151A",6.21168177947359e-18,-3.63180971656415,"FAM151A",0.000955144445195239,-1.53767714170422
"670",-2.6103747987675,"C6",5.81718404983094e-18,-2.95909205398394,"C6",1.19412490458977e-06,-0.211671984510981
"671",-2.25285931427025,"HSD17B6",5.88961388967236e-18,-2.38540213898083,"HSD17B6",8.75964625578716e-06,-0.31028217833953
"673",-1.84247658838635,"CA2",5.65419106090576e-18,-2.1232517978918,"CA2",1.4994156236864e-06,-0.108328255238271
"676",-2.417236428811,"ACSM5",6.02518551857379e-18,-3.00889297549723,"ACSM5",2.15577218674194e-07,0.0210617809936104
"677",-3.60182795737273,"PCK1",7.28792674087524e-18,-3.87660283632917,"PCK1",3.33031194720882e-06,-0.473636586626276
"678",-2.51010687753224,"AC012409.1",8.82674695577843e-18,-2.88157137371168,"AC012409.1",4.3569819643932e-06,-0.173038705874015
"681",3.18455150681567,"MMP11",8.39252417081518e-18,2.93005246069871,"MMP11",2.59444561711369e-05,0.900951275002924
"682",-3.27771455730711,"ASPG",6.92706777252373e-18,-2.65983395564153,"ASPG",0.000455014648364045,-1.11694394219023
"687",2.77633882753858,"APLN",1.17529306694327e-17,2.56988047069528,"APLN",7.76573862430158e-05,0.779101819059431
"690",-3.71809789802984,"GLS2",9.51763996240656e-18,-2.54425177076066,"GLS2",0.00397564023623324,-1.64922362116544
"692",-3.56106239335381,"CYP3A43",1.29720369488389e-17,-3.5078533425594,"CYP3A43",7.38159655846343e-05,-0.726053992325622
"693",-2.89225379564815,"AP003168.2",1.52312280171139e-17,-2.37988216041536,"AP003168.2",0.000710162934753986,-0.954065448681073
"695",4.97334658948005,"NMRAL2P",1.62704220437257e-17,5.65053171795792,"NMRAL2P",5.08328268882872e-06,0.526765252130711
"703",-4.94346304359671,"CD5L",1.81349296507675e-17,-2.60221218700555,"CD5L",0.00443101626256756,-2.82850597272746
"708",2.08240688180001,"MAFG-DT",2.14391944468677e-17,2.41343139780603,"MAFG-DT",4.84488907559296e-06,0.209558393371217
"709",-2.21962047990825,"FITM1",2.13133479266299e-17,-2.44568890895728,"FITM1",2.30374220232861e-05,-0.229110927648701
"710",-2.90547619363494,"HP",2.19512458752391e-17,-3.30758072131646,"HP",1.06487628810863e-06,-0.229699256897049
"711",-3.17917658599967,"BCHE",1.62108423064738e-17,-3.21586775503364,"BCHE",2.11152996377316e-05,-0.576318203105969
"713",-5.97131578182293,"HAMP",1.92835484547513e-17,-4.03904780604578,"HAMP",0.00389358696173243,-2.71396871203965
"716",-2.57696365914399,"SERPINA11",1.82200412486248e-17,-2.80713420229927,"SERPINA11",6.51719564496159e-06,-0.299078513742998
"719",-5.96034430552328,"CYP26A1",2.72421184124113e-17,-6.29449234208513,"CYP26A1",0.000118097184964892,-0.909752937691661
"723",-2.58294835723104,"MBL2",2.14391944468677e-17,-2.52804171187795,"MBL2",5.01180709478895e-05,-0.526962269456625
"724",-1.99966467776565,"C8B",2.42195071250232e-17,-2.31483875919661,"C8B",1.18536080439919e-06,-0.113190618823591
"730",-5.18268354636523,"THRSP",3.34602469324375e-17,-6.09750127135092,"THRSP",3.01333812896337e-05,-0.288714568805681
"737",-3.16067320893139,"ADORA2BP1",4.66225545280118e-17,-3.99038925253788,"ADORA2BP1",3.54282600077268e-06,0.0579867318912484
"740",2.36041664065886,"ROBO1",3.58474645097962e-17,2.87601869428609,"ROBO1",6.46905494067027e-07,0.119777227422332
"745",-1.51506553149908,"ECM2",3.47955499984472e-17,-2.19659109873456,"ECM2",2.94661781897594e-08,0.277392940053057
"748",3.00907068129265,"CDCA7",5.47209686446275e-17,3.00115823886791,"CDCA7",1.50040736467279e-05,0.668936125880833
"755",1.7808984476969,"ESCO2",6.93906918266593e-17,2.49931900854052,"ESCO2",6.72326815155972e-10,-0.160237008450053
"756",-4.48725585344468,"MT1JP",7.08079594398776e-17,-5.12350922023206,"MT1JP",3.9312377491381e-05,-0.367682195346371
"758",1.8803122103755,"TP53I3",5.8603754024525e-17,2.48564271430551,"TP53I3",1.37427722320309e-07,-0.0499495859392194
"765",-1.56135748353329,"PLA2G16",6.60099758456046e-17,-2.11812793230408,"PLA2G16",2.47135139915288e-07,0.168716999603261
"770",2.91073886653141,"SIX2",1.0729549243461e-16,2.00244675016939,"SIX2",0.00887889283612767,1.36465340161461
"771",-3.93009399911299,"SLC22A1",8.3028743238878e-17,-3.97924237340601,"SLC22A1",3.38444628513799e-05,-0.720296647072677
"772",-2.48932100572192,"AC005077.4",1.02049892732656e-16,-3.30215268064332,"AC005077.4",1.50456156216535e-06,0.182140239438922
"780",-2.04528016400075,"PHLDA1",9.57398550508482e-17,-2.07796914583046,"PHLDA1",3.5537853207098e-05,-0.347134869859828
"784",2.93137479180005,"STC2",1.3665869054452e-16,4.38904615153381,"STC2",4.11354605955265e-09,-0.512232735768648
"789",1.64909797628593,"PLP2",1.24924465863345e-16,2.24930535960971,"PLP2",9.93526933818677e-08,-0.0932582400191386
"792",2.48609932113818,"BAIAP2L2",1.52289769172579e-16,2.18237501774117,"BAIAP2L2",0.00100678617178979,0.796957649462504
"800",-3.68575447431613,"FAM99A",1.45781691752769e-16,-4.19387073519749,"FAM99A",8.16082328014554e-06,-0.305311788359562
"807",-2.76961400225839,"ZG16",1.77373749743487e-16,-2.98336442170388,"ZG16",9.09234028091045e-05,-0.351612870389349
"813",-3.82579412364094,"KCNIP4-IT1",2.27406639608392e-16,-3.57392205964506,"KCNIP4-IT1",0.000200450773547651,-0.938256233059761
"818",-2.61509471283556,"LINC02362",1.91166319801179e-16,-3.24599719515747,"LINC02362",1.62113531854615e-05,0.0117187910296926
"820",-3.44906068119883,"HSD11B1",1.87822849217199e-16,-4.23567205718062,"HSD11B1",5.61450661544775e-07,-0.0353828697052075
"821",-2.04784248450163,"AZGP1P1",1.86678994169635e-16,-2.01131471450927,"AZGP1P1",0.000108936182146116,-0.402692365811253
"824",-2.17903323143931,"GSPT2",2.53277379504372e-16,-2.38051271727191,"GSPT2",3.10619637270876e-05,-0.240343545392714
"826",-2.51117563020783,"SHBG",2.26814814639621e-16,-3.2806770040781,"SHBG",9.53932428545633e-07,0.143210872510027
"837",-2.09323797761345,"AKR7L",2.33441990621784e-16,-2.58193365416295,"AKR7L",7.91814052407174e-06,0.00559616812431113
"838",4.82202613573204,"IGF2BP1",3.38238911610036e-16,5.22292179684256,"IGF2BP1",3.50275921902355e-06,0.715426137128262
"848",-3.31028140053282,"AC008549.1",3.33394298638383e-16,-3.82835195058196,"AC008549.1",1.28300548128076e-05,-0.220453032892578
"850",3.8793540286479,"SFN",3.83093932763674e-16,3.82249319240709,"SFN",0.000409554033981466,0.886197774547662
"852",-3.52345679679043,"SULT1E1",3.65426716288527e-16,-2.63901506170167,"SULT1E1",0.000437919779752644,-1.37923873362186
"857",-1.80786661249085,"TM6SF2",3.31215520156008e-16,-2.60663290326502,"TM6SF2",4.2835215018304e-07,0.3106052529561
"864",-2.45070539510123,"ABCA8",3.41862092366236e-16,-2.37384662015415,"ABCA8",0.000142741787126116,-0.517315746566375
"872",4.28092756738284,"TGM3",6.07029846763145e-16,4.74737772085307,"TGM3",1.96161449748437e-05,0.552420086290627
"874",-4.72507128675704,"MME",5.62424768016642e-16,-5.98175895137773,"MME",7.73280318671963e-05,0.0768740333734141
"876",-2.52041778146627,"LINC01348",4.68463956116466e-16,-2.26158777865891,"LINC01348",0.000364899310959579,-0.676282168754595
"881",-2.82871000619663,"GNMT",5.07251292404065e-16,-3.32684523337227,"GNMT",5.96848524371219e-06,-0.137616365435759
"882",-2.41310072584574,"BX842568.2",7.63207543443656e-16,-2.60973608964039,"BX842568.2",5.23811621782894e-05,-0.292161598985576
"891",1.66493533809139,"TYMS",6.62158468167204e-16,2.36953179821003,"TYMS",6.89556215942282e-09,-0.173009739766123
"898",-4.00508590246004,"HGFAC",6.51067095386331e-16,-4.07118588934466,"HGFAC",6.84021938223913e-05,-0.722186692641822
"901",-3.33437201586213,"AC079061.1",9.83571201680547e-16,-2.35369736330144,"AC079061.1",0.008084453186536,-1.41700250853832
"903",-2.72882384363113,"IGF1",6.68565284654219e-16,-2.92781036731879,"IGF1",4.217012855815e-05,-0.354992271096264
"917",3.69681440867382,"AC105118.1",1.40053138382799e-15,2.41197448735268,"AC105118.1",0.0183606828531304,1.82512427121376
"918",-2.20939776364871,"ADRA2B",1.32656965051478e-15,-2.92988044994506,"ADRA2B",1.46879358839184e-06,0.166079676832245
"924",-1.86202989049315,"ANG",1.19604312579304e-15,-2.30444721241287,"ANG",1.28835618869452e-06,0.0161821244393638
"925",-2.41042131267998,"PROZ",1.07517628130835e-15,-3.36727806325298,"PROZ",1.46879358839184e-06,0.31281940174153
"927",2.47711112475562,"DUXAP9",1.553228520903e-15,2.23926547636251,"DUXAP9",0.000723367622900843,0.742737354083078
"933",-3.20068674540595,"ADH1C",1.33863371837077e-15,-4.1189712711208,"ADH1C",6.00322164933952e-08,0.120205357622846
"936",3.10830610433877,"ACSL4",1.303450349745e-15,3.95023851622631,"ACSL4",5.33876744717614e-06,0.0135829219098814
"939",-4.59854456014111,"HEPACAM",1.81742186226496e-15,-6.33042202488028,"HEPACAM",8.62821793558212e-06,0.480613548203769
"945",2.10219549525909,"AC091057.4",2.32833374185194e-15,2.01364347854052,"AC091057.4",0.000162506417621856,0.547207807748249
"951",-2.10882414262583,"CES4A",2.17080561664819e-15,-3.13312630065878,"CES4A",1.4994156236864e-06,0.428248698260929
"954",-2.86500302450946,"TRPV6",2.80107299679205e-15,-3.68516748037928,"TRPV6",4.85352096689606e-05,0.110983157851015
"955",1.93670514353602,"NT5DC2",2.40844428268318e-15,2.4896061404662,"NT5DC2",3.03049608894127e-07,0.00329213190661492
"957",2.15774775426994,"NOTCH3",2.19703237743763e-15,2.59765632057243,"NOTCH3",5.36123580815657e-06,0.138426902176036
"962",-4.24306211871662,"SFRP5",3.18413562508283e-15,-4.17835560906552,"SFRP5",0.00118901113305863,-0.874955099199677
"963",2.40315965753868,"MAPK8IP2",3.25643745206681e-15,2.34602347948182,"MAPK8IP2",0.000260324500073705,0.583905422148122
"969",-2.44979849724414,"ALDOB",3.30151605884478e-15,-2.67454055197553,"ALDOB",3.53650772061995e-05,-0.2773350563458
"971",3.78738134818447,"LNCAROD",3.63731823992276e-15,3.57170319708744,"LNCAROD",0.000510297297362915,0.993621586406882
"974",-1.43143525206229,"SLC16A2",2.42800899313867e-15,-2.29737955036542,"SLC16A2",1.92697077266385e-09,0.441157451703575
"975",-2.5174141756614,"AMD1P4",3.76477309998308e-15,-2.03335150833763,"AMD1P4",0.00270456528704785,-0.854743185032684
"981",3.3853449333136,"AC079466.1",3.63731823992276e-15,2.59535949273384,"AC079466.1",0.00617172634622966,1.36785022828709
"982",-2.01749739911834,"AR",2.69543884024882e-15,-2.18880495320432,"AR",4.49652145432625e-05,-0.231229485947388
"987",3.16593747998246,"CTHRC1",3.95772322866794e-15,3.68845528060308,"CTHRC1",8.96192948865951e-06,0.279351224489651
"990",-1.67941061129762,"AL121845.3",2.98392498329838e-15,-2.28308938740117,"AL121845.3",6.86903616233934e-07,0.181820361845145
"998",-2.38890116740559,"NR1I2",3.00215261072859e-15,-3.86695737801524,"NR1I2",3.51443458999916e-07,0.731621354540932
"1002",-4.4621104007582,"CYP2A6",3.79197484312887e-15,-4.67735598160228,"CYP2A6",4.40715769362439e-05,-0.697261382722907
"1004",-4.23326347366742,"AC092071.1",5.08444460045815e-15,-4.42374277850475,"AC092071.1",8.12094988967703e-05,-0.67005560579007
"1006",-2.33079415925798,"PLGLB2",3.74647684365711e-15,-2.08037246524617,"PLGLB2",0.00109608238837567,-0.630738049413215
"1007",1.42193706853909,"HMGA1",3.76477309998308e-15,2.17273445884563,"HMGA1",3.73570718560772e-08,-0.259539649734635
"1009",-1.99989423723454,"ALPL",3.77613732632276e-15,-3.19627019488982,"ALPL",8.55456486079994e-07,0.587382643909942
"1010",-2.49560752190314,"SAA4",4.02943050841851e-15,-2.28940446328418,"SAA4",0.000619883017394945,-0.629355598948487
"1015",-2.08282738566997,"NGFR",4.41785956737737e-15,-2.18863014286781,"NGFR",0.000209698921504796,-0.29669845957415
"1037",-4.99090736973973,"MUC6",7.83667793905118e-15,-4.96998236742611,"MUC6",0.00139859927078268,-0.993398851791148
"1038",-2.91274815956451,"MT1L",7.81971700376342e-15,-3.15300385126122,"MT1L",0.000281929229881805,-0.35987120392014
"1040",-2.50518196241244,"AC115099.1",8.73993207125003e-15,-2.55838035868467,"AC115099.1",0.000414545371461915,-0.425074418966058
"1042",3.07288256341425,"SSUH2",8.55790072866187e-15,3.72375543213039,"SSUH2",1.86096816626629e-06,0.158230091069241
"1046",-2.808323519139,"AC136601.2",9.77211137719147e-15,-2.95411781741593,"AC136601.2",0.000212450502498395,-0.413575588817863
"1056",-2.44571511476262,"PLIN1",9.06055403705221e-15,-2.00900352315449,"PLIN1",0.000536030735261878,-0.802402563191467
"1061",-1.74779012338701,"RTL5",1.10491767602522e-14,-2.44092365283335,"RTL5",3.17684800559579e-06,0.238930699761079
"1062",-2.45971411245666,"LINC01767",1.13564872743127e-14,-2.04132876245687,"LINC01767",0.00219940806415908,-0.790700618062131
"1064",2.03269777451383,"CBX2",1.3121721688967e-14,2.08850772487563,"CBX2",8.23325161852165e-05,0.4181875047701
"1065",-2.05041125567848,"HNF4A-AS1",1.21150724629147e-14,-2.12529354273443,"HNF4A-AS1",6.83858385663455e-05,-0.3146395852066
"1075",-2.44327043324713,"CYP2C19",1.2701637994487e-14,-3.13369573946661,"CYP2C19",2.29950759384814e-06,0.0942551533750762
"1086",-2.76877830821578,"ATOH8",1.5988607910593e-14,-3.23796745359487,"ATOH8",6.33696667608348e-05,-0.148349039494355
"1097",-2.7495113680832,"CXCL2",1.38148051445459e-14,-2.28015775185233,"CXCL2",0.00248828239739656,-0.890611260828694
"1106",-1.94390176968929,"SPTBN2",1.5442098510684e-14,-2.41598035655661,"SPTBN2",1.30174745899854e-05,0.0229872982956497
"1113",3.16182730644103,"UBD",2.00739419180151e-14,4.41113193306173,"UBD",3.95749117611712e-06,-0.299340041890289
"1121",-2.593119453608,"FOS",2.33070092196886e-14,-2.48839132360789,"FOS",0.000323398238872593,-0.568658340863806
"1123",-1.69610744469788,"DNALI1",2.95591492814728e-14,-2.29778370790508,"DNALI1",2.8268847484078e-05,0.17680659403851
"1124",2.89387931264017,"FAM96AP2",4.29749529957727e-14,3.15421077905755,"FAM96AP2",7.48638267546447e-05,0.432056730495117
